id,products_name,protein_per_100g,fat_per_100g,carb_per_100g,kcal_per_100g
2865,Коктейль Herbalife Протеиновый Формула 1 Спорт,35,7.6,29.7,365
2866,Коктейль MyProtein Impact Diet Whey со вкусом клубничного песочного печенья,62,6.1,11,366
2867,Коктейль Леовит Худеем за неделю белково-шоколадный,25,14.5,37.5,388
2868,Концентрат сывороточный белковый КСБ-УФ-55,55,0,22.5,310
2869,Кофе Леовит Худеем за неделю Капуччино для похудения жиросжигающий комплекс,6,15,84,500
2870,Мороженое АйсКро Мятная тыква протеиновое,15.8,5.4,6.5,138
2871,Мороженое АйсКро Солёная карамель-Арахис протеиновое,15,7,12,171
2872,Напиток BSN Syntha-6 Protein Shake,5.7,1.2,2.9,45
2873,Напиток Dymatize Elite Liquid Protein,22.3,0,0,89
2874,Напиток FortiCare со вкусом апельсин-лимон,9,5.3,19.1,160
2875,Напиток FortiCare со вкусом капучино,9,5.3,19.1,160
2876,Напиток FortiCare со вкусом персик-имбирь,9,5.3,19.1,160
2877,Напиток Herbalife Восстановление выносливости,20,0.8,72,376
2878,Напиток Herbalife Гидратация,0.2,0,13.2,226
2879,Напиток Herbalife Овсяно-Яблочный,1.9,0.5,10.1,207
2880,Напиток Herbalife Повышение выносливости,11.3,0.3,79.5,373
2881,Напиток Nutridrink Compact Fibre со вкусом кофе,9.4,10.4,25.2,240
2882,Напиток Nutridrink Compact Protein со вкусом банана,14.4,9.4,24.4,240
2883,Напиток Nutridrink Compact Protein со вкусом ванили,14.4,9.4,24.4,240
2884,Напиток Nutridrink Compact Protein со вкусом клубники,14.4,9.4,24.4,240
2885,Напиток Nutridrink Compact Protein со вкусом кофе,14.4,9.4,24.4,240
2886,Напиток Nutridrink Compact Protein со вкусом персик-манго,14.4,9.4,24.4,240
2887,Напиток Nutridrink Compact с нейтральным вкусом,9.6,9.3,29.7,240
2888,Напиток Nutridrink со вкусом банана,6,5.8,18.4,150
2889,Напиток Nutridrink со вкусом ванили,6,5.8,18.4,150
2890,Напиток Nutridrink со вкусом клубники,6,5.8,18.4,150
2891,Напиток Nutridrink со вкусом шоколада,6,5.8,18.4,150
2892,Напиток Renilon со вкусом абрикоса,7.5,10,20,200
2893,Напиток Renilon со вкусом карамели,7.5,10,20,200
2894,Печенье Bombbar Кето Кокосовый птифур с миндалём,20,32.5,5.1,431
2895,Печенье Bombbar протеиновое арахис,20,8.4,2.9,167
2896,Печенье Bombbar протеиновое шоколад,18,9.9,5.1,182
2897,Печенье FITKIT Choco Protein Cookie Banana Desert (Банановый Десерт),25.6,17.2,22.6,367
2898,Печенье FITKIT Choco Protein Cookie Blueberry Parfait (Черничное Парфе),25.6,17.2,22.6,367
2899,Печенье FITKIT Choco Protein Cookie Cappuccino (Капучино),25.6,17.2,22.6,367
2900,Печенье FITKIT Choco Protein Cookie Caramel Mousse (Карамельный Мусс),25.6,17.2,22.6,367
2901,Печенье FITKIT Choco Protein Cookie Cherry Pie (Вишневый Пирог),25.6,17.2,22.6,367
2902,Печенье FITKIT Choco Protein Cookie Coconut Flan (Кокосовый Флан),25.6,19,21.6,379
2903,Печенье FITKIT Choco Protein Cookie Double Chocolate (Двойной Шоколад),25.6,19.6,23.2,391
2904,Печенье FITKIT Choco Protein Cookie Honey Mousse (Медовый Мусс),25.6,17.2,22.6,367
2905,Печенье FITKIT Choco Protein Cookie Mint Ice Cream (Мятное Мороженое),25.6,17.2,22.6,367
2906,Печенье FITKIT Choco Protein Cookie Orange Nectar (Апельсиновый Нектар),25.6,17.2,22.6,367
2907,Печенье FITKIT Choco Protein Cookie Raspberry Yogurt (Малиновый Йогурт),25.6,17.2,22.6,367
2908,Печенье FITKIT Choco Protein Cookie Strawberry Jam (Клубничное Варенье),25.6,17.2,22.6,367
2909,Печенье FITKIT Choco Protein Cookie Sweet Cheese (Сладкий Сыр),25.6,17.2,22.6,367
2910,Печенье FITKIT Extra Protein Cake Chocolate Fondant (Шоколадный Фондан),24.6,10.5,24.2,315
2911,Печенье FITKIT Extra Protein Cake Triple Chocolate (Тройной Шоколад),24.6,10.5,24.2,315
2912,Печенье FITKIT Protein Cake Banana Pudding (Банановый Пудинг),25.7,6.4,23,280
2913,Печенье FITKIT Protein Cake Chocolate Mint (Шоколад-Мята),25.7,6.4,22.7,279
2914,Печенье FITKIT Protein Cake Chocolate-Coffee (Шоколад-Кофе),25.7,6.4,23.2,280
2915,Печенье FITKIT Protein Cake Double Chocolate (Двойной Шоколад),25.7,6.6,23.6,284
2916,Печенье FITKIT Protein Cake Honey Cream (Медовый Крем),25.7,6.4,23,280
2917,Печенье FITKIT Protein Cake Lemon-Lime (Лимон-Лайм),25.7,6.4,23,280
2918,Печенье FITKIT Protein Cake Peanut Paste (Арахисовая Паста),25.7,7,23.7,288
2919,Печенье FITKIT Protein Cake Pistachio Cream (Фисташковый Крем),26,6.1,22.8,276
2920,Печенье FITKIT Protein Cake Romovaya Baba (Ромовая Баба),25.7,6.1,22.8,276
2921,Печенье FITKIT Protein Cake Strawberry Cream (Клубничный Крем),25.7,6.4,23,280
2922,Печенье FITKIT Protein Cake Tropical Coconut (Тропический Кокос),26,6.7,22.7,282
2923,Печенье FITKIT Protein Cookie Bubble Gum (Бабл-Гам),27.5,12.5,19,321
2924,Печенье FITKIT Protein Cookie Chocolate-Hazelnut (Шоколад-Фундук),27.5,14.8,19,341
2925,Печенье FITKIT Protein Cookie Coconut Cream (Тропический Кокос),27.5,14.8,17.8,336
2926,Печенье FITKIT Protein Cookie Coffee (Кофе),27.5,12.5,19,321
2927,Печенье FITKIT Protein Cookie Cola (Кола),27.5,12.5,19,321
2928,Печенье FITKIT Protein Cookie Double Chocolate (Двойной Шоколад),27.5,15.5,19.8,351
2929,Печенье FITKIT Protein Cookie Lemon-Lime (Лимон-Лайм),27.5,12.5,19,321
2930,Печенье FITKIT Protein Cookie Lollipop (Леденец),27.5,12.5,19,321
2931,Печенье FITKIT Protein Cookie Orange Juice (Апельсиновый Сок),27.5,12.5,19,321
2932,Печенье FITKIT Protein Cookie Peanuts Caramel (Арахис-Карамель),27.5,14.8,19,341
2933,Печенье FITKIT Protein Cookie Pistachio Mousse (Фисташковый Мусс),27.5,14.8,19,341
2934,Печенье MyProtein Cookie,51,13.2,27,427
2935,Печенье Solvie протеиновое Кокос в глазури,33.3,13.2,9,288
2936,Протеин Atletic Food Казеин 85 мицеллярный,85,2.5,9,363
2937,Протеин Bionova Изолят горохового белка,81.7,4,0.8,371
2938,Протеин BioTech USA Iso Whey Zero,85.6,1,2.9,362
2939,Протеин BSN Lean Dessert Protein Shake,60,10,22.9,429
2940,Протеин BSN Syntha-6,50,13.6,31.8,455
2941,Протеин BSN Syntha-6 Isolate,65.8,3.9,18.4,368
2942,Протеин CytoSport Complete Whey,72.7,6.8,9.1,409
2943,Протеин CytoSport Monster Milk,64.1,11.5,21.8,449
2944,Протеин CytoSport Muscle Milk,45.7,17.1,22.9,429
2945,Протеин CytoSport Muscle Milk Light,50,12,24,400
2946,Протеин Cytosport Whey Isolate,83.3,0,10,333
2947,Протеин Dymatize All Natural Elite Whey Protein Isolate,72,6,12,375
2948,Протеин Dymatize Elite Casein,75,1.6,12.5,344
2949,Протеин Dymatize Elite Egg Protein,78.7,0,9.8,361
2950,Протеин Dymatize Elite Fusion 7,52.3,13.6,25,432
2951,Протеин Dymatize Elite Gourmet,63,4.5,15,360
2952,Протеин Dymatize Elite Primal,96.4,0,1,393
2953,Протеин Dymatize Elite Whey Protein Isolate,74.1,4.6,6.2,352
2954,Протеин Dymatize Elite XT,63,4.5,18,375
2955,Протеин Dymatize ISO-100,89.3,0,0,379
2956,Протеин Fit Foods Mutant Whey,61.1,8.3,13.9,389
2957,Протеин Garden of Life Grass Fed Whey сывороточный ванильный,75,0,18.7,375
2958,Протеин Gaspari IntraPro,69.4,9.7,13.9,431
2959,Протеин Gaspari MyoFusion,61.5,5.1,23.1,404
2960,Протеин Geneticlab Nutrition Whey Pro Ваниль,75,9,9,416
2961,Протеин Geneticlab Nutrition Whey Pro Печенье,74,8,9,398
2962,Протеин Geon Excellent Whey Шоколад,77,9,8.4,460
2963,Протеин Green Proteins подсолнечный,60,8.6,13,353
2964,Протеин Hochdorf Ledor MO 80T,80.6,6.5,9.5,432
2965,Протеин IronMaxx 100% Whey Protein,77.3,6.2,6.3,395
2966,Протеин IronMaxx Musclin V.2.0,84.8,2.5,1.9,373
2967,Протеин Jarrow Formulas из семян тыквы,60,6.7,13.3,400
2968,Протеин Konoplektika Hempgreen конопляный,54,14,17,437
2969,Протеин Lactomin 80 Whey Protein Concentrate,80,5,5,370
2970,Протеин Max Power Protein 100,70,4,9.6,350
2971,Протеин Maxler 100% Gold Whey,75.7,6,15.1,394
2972,Протеин Mt.Capra Clean Whey,80,3.3,10,400
2973,Протеин Multipower 100% Whey Protein,75,5.6,10,392
2974,Протеин Multipower Pure Whey Isolate 100,87,1.3,2.2,370
2975,Протеин Multipower Whey Protein Iso Complex,75,1.7,15,373
2976,Протеин Multipower Xplode,55,2.5,34,380
2977,Протеин Muscle Rush Whey,80,5.7,14.3,429
2978,Протеин Muscletech 100% Premium Whey Protein Plus,62,3,28,375
2979,Протеин Muscletech Nitro Tech Hardcore Pro,75.8,4.5,9.1,394
2980,Протеин Muscletech Nitro Tech Performance,83,4,3,388
2981,Протеин MyProtein Impact Whey Isolate,86,0.3,6.6,374
2982,Протеин MyProtein Impact Whey Protein,82,7.5,4,412
2983,Протеин MyProtein Impact Whey Protein New,82,7.5,4,412
2984,Протеин NL Мульти Кокосовый крем,72,0.8,5.9,328
2985,Протеин NL Мульти Сливочное печенье,72,0.8,5.9,328
2986,Протеин Now Foods Казеин мицеллярный,81,2,4.3,375
2987,Протеин Optimum 100% Casein Gold Standard,75,1.6,9.4,375
2988,Протеин Optimum 100% Egg Gold Standard,85.7,1.8,7.1,393
2989,Протеин Optimum 100% Soy Protein,80.6,4.8,6.5,387
2990,Протеин Optimum 100% Whey Gold Standard,75,3.8,12.5,375
2991,Протеин Optimum 100% Whey Gold Standard Natural,75,3.8,12.5,375
2992,Протеин Optimum Classic Whey,72.4,5.2,13.8,414
2993,Протеин Optimum Performance Whey,56.4,10.3,23.1,410
2994,Протеин Optimum Platinum Hydro Builder,57.7,4.8,15.4,346
2995,Протеин Optimum Platinum Hydro Whey,76.9,2.6,5.1,359
2996,Протеин Optimum Pro Complex,81.1,1.4,6.8,365
2997,Протеин Panacea Изолят сывороточного белка,90,1,3,391
2998,Протеин Performance Pure Whey,77.2,6.3,7.4,395
2999,Протеин Performance Superior Protein Complex,80,2.3,4.8,360
3000,Протеин Prime Kraft Cappuccino,74,6.5,10,395
3001,Протеин PureProtein Multi Protein,70,5,22,412
3002,Протеин PureProtein Soy Isolate Натуральный вкус,90,0,0,360
3003,Протеин PureProtein Soy Isolate Шоколадное печенье,70,0.9,15,348
3004,Протеин RLine Whey,65,8.3,14.6,393
3005,Протеин RPS Whey Protein сывороточный,69.5,4.8,11,365
3006,Протеин San Meta Force 5.0,78,6,6,390
3007,Протеин Spirulinafood гороховый изолят 85%,85,5,3,357
3008,Протеин Syntrax Essence,82.1,0,0,321
3009,Протеин Syntrax Matrix Orange Cream,74.2,6.5,9.7,387
3010,Протеин Syntrax Matrix Peanut Butter Cookie,65.8,7.1,17.1,400
3011,Протеин Syntrax Matrix Perfect Chocolate,74,6.4,9.6,387
3012,Протеин Syntrax Matrix Perfect Chocolate 5.0,74.2,6.4,9.5,393
3013,Протеин Syntrax Nectar,85.2,0,0,333
3014,Протеин Syntrax Nectar Naturals,85.2,0,0,333
3015,Протеин Syntrax Nectar Sweets,85.7,0,0,357
3016,Протеин Twinlab 100% Whey Protein Fuel,65.8,9.2,13.1,398
3017,Протеин Ultimate ISO-Cool,88.5,0,0,354
3018,Протеин Ultimate ISO-Sensation 93,93.8,0,3.1,406
3019,Протеин Ultimate Isopreme Pure Bioactive Whey Isolate,85.7,2.9,5.7,383
3020,Протеин Ultimate Prostar 100% Whey Protein,81,5.3,7,401
3021,Протеин Ultimate Prostar Whey Gourmet Protein,83.3,3.3,6.7,400
3022,Протеин Ultimate Protein Isolate,83.3,4.2,12.5,417
3023,Протеин Weider 80 Plus,80,1.6,7,366
3024,Протеин Weider Gold Whey Вишня-Шоколад,76.6,7,10.3,403
3025,Протеин Weider Gold Whey Латте Макиато,76,6,9,390
3026,Протеин Weider Gold Whey Страчателла,76.6,7,10,406
3027,Протеин Ванситон Экстра,78,5,15,415
3028,Протеин Щучинский МСЗ 70% сывороточный,70,10,12,420
3029,Смесь Bombbar для приготовления блинов Малина,35,3,41,330
3030,Смесь BSN Evotest,0,0,50,200
3031,Смесь BSN N.O.-Xplode 2.0,0,0,44.4,178
3032,Смесь BSN N.O.-Xplode 2.0 Caffeine Free,0,0,44.4,178
3033,Смесь BSN Volumaize,0,0,67.8,271
3034,Смесь CytoSport Fast Twich,13,0,65.2,304
3035,Смесь Fit Parad для приготовления панна котты со вкусом дыни,40,0,5,180
3036,Смесь Fit Parad для приготовления панна котты со вкусом клубники,40,0,5,180
3037,Смесь Herbalife Протеиновая Формула 3,83,4.3,3.7,375
3038,Смесь Multipower BCAA Powder,60,0,22,300
3039,Смесь Multipower Muscle Effect,32.7,0.2,46.2,336
3040,Смесь Muscletech Anotest Performance,0,0,14.3,357
